603999.SH,2,2016-01-07 14:50:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,2,2016-01-07 14:55:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,2,2016-01-07 15:00:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 09:45:00,60.790000,65.090000,60.630000,60.630000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 10:00:00,60.630000,60.630000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 10:15:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 10:30:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 10:45:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 11:00:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 11:15:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 11:30:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 13:15:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 13:30:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 13:45:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 14:00:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 14:15:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 14:30:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 14:45:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,4,2016-01-07 15:00:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,5,2016-01-07 10:00:00,60.790000,65.090000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,5,2016-01-07 10:30:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,5,2016-01-07 11:00:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,5,2016-01-07 11:30:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,5,2016-01-07 13:30:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,5,2016-01-07 14:00:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,5,2016-01-07 14:30:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,5,2016-01-07 15:00:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,6,2016-01-07 10:30:00,60.790000,65.090000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,6,2016-01-07 11:30:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,6,2016-01-07 14:00:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
603999.SH,6,2016-01-07 15:00:00,57.110000,57.110000,57.110000,57.110000,0.000000,0.000000,0.000000,0.000000
